result_family,environment,metric,left,right,n_pairs,mean_difference,median_difference,bootstrap_ci_low,bootstrap_ci_high,cohen_dz,rank_biserial,paired_t_p,wilcoxon_p,sign_test_p,wins,losses,ties,difference_skew,difference_excess_kurtosis,catastrophic_low_outliers,catastrophic_high_outliers,win_rate_non_ties,contrast,paired_t_holm_p,wilcoxon_holm_p,sign_test_holm_p,analysis_status
support_abstention_replication,FourRooms-11-slip-unseen-goals,return_auc,support_abstain_tau_20,count_gated_tau_20,30,1.6254992063492075,1.640785714285716,1.5595311309523825,1.6888107539682555,8.843560721545817,1.0,2.6696824485924346e-29,1.862645149230957e-09,1.862645149230957e-09,30,0,0,-0.7014922036210884,0.2736161183414367,0,0,1.0,support_abstain_vs_count,4.538460162607139e-28,3.725290298461914e-08,3.725290298461914e-08,confirmatory_replication_after_diagnostic_discovery
support_abstention_replication,FourRooms-7-unseen-goals,return_auc,support_abstain_tau_20,count_gated_tau_20,30,1.163668518518519,1.1759722222222226,1.117466296296297,1.2112743055555564,8.736242542218994,1.0,3.78784767299897e-29,1.862645149230957e-09,1.862645149230957e-09,30,0,0,0.3753548171371225,-0.1740124755229835,0,0,1.0,support_abstain_vs_count,6.060556276798352e-28,3.725290298461914e-08,3.725290298461914e-08,confirmatory_replication_after_diagnostic_discovery
support_abstention_replication,FourRooms-9-slip-unseen-goals,return_auc,support_abstain_tau_20,count_gated_tau_20,30,1.1903711111111108,1.2078166666666663,1.1417998611111106,1.2380454444444442,8.633215757753664,1.0,5.320754612183215e-29,1.862645149230957e-09,1.862645149230957e-09,30,0,0,-0.0575725454991677,-0.7853823392693573,0,0,1.0,support_abstain_vs_count,7.981131918274824e-28,3.725290298461914e-08,3.725290298461914e-08,confirmatory_replication_after_diagnostic_discovery
support_abstention_replication,MiniGrid-Empty-5x5-replication,return_auc,support_abstain_tau_20,count_gated_tau_20,30,0.0190703703703703,0.0,-0.0337918981481481,0.0700907407407407,0.12873302439591,0.2424242424242424,0.4863732379824301,0.4766886932616416,0.548828125,7,4,19,-0.5297423384554039,4.879978528246677,0,0,0.6363636363636364,support_abstain_vs_count,1.0,1.0,1.0,confirmatory_replication_after_diagnostic_discovery
support_abstention_replication,FourRooms-11-slip-unseen-goals,return_auc,support_abstain_tau_20,validated_dqn,30,1.6321746031746047,1.6153214285714297,1.5646734523809536,1.700154662698414,8.398372447294568,1.0,1.1719158203674172e-28,1.862645149230957e-09,1.862645149230957e-09,30,0,0,-0.1509011333966681,-0.6561159634691855,0,0,1.0,support_abstain_vs_dqn,1.640682148514384e-27,3.725290298461914e-08,3.725290298461914e-08,confirmatory_replication_after_diagnostic_discovery
support_abstention_replication,FourRooms-7-unseen-goals,return_auc,support_abstain_tau_20,validated_dqn,30,1.1682500000000002,1.1814166666666672,1.123321666666667,1.2156366203703708,9.061454841371798,1.0,1.328751330041424e-29,1.862645149230957e-09,1.862645149230957e-09,30,0,0,0.7745716635585412,2.577652696644648,0,0,1.0,support_abstain_vs_dqn,2.391752394074563e-28,3.725290298461914e-08,3.725290298461914e-08,confirmatory_replication_after_diagnostic_discovery
support_abstention_replication,FourRooms-9-slip-unseen-goals,return_auc,support_abstain_tau_20,validated_dqn,30,1.173224444444444,1.18325,1.1172904166666664,1.2281033055555557,7.3910349630221,1.0,4.5098267005597325e-27,1.862645149230957e-09,1.862645149230957e-09,30,0,0,-0.3197901237427998,-0.4439615303965718,0,0,1.0,support_abstain_vs_dqn,5.862774710727652e-26,3.725290298461914e-08,3.725290298461914e-08,confirmatory_replication_after_diagnostic_discovery
support_abstention_replication,MiniGrid-Empty-5x5-replication,return_auc,support_abstain_tau_20,validated_dqn,30,0.2690499999999999,0.2119722222222222,0.2182625462962963,0.3236744907407408,1.7799472444487123,1.0,1.1706945114449446e-10,2.515132181592318e-06,3.725290298461914e-09,29,0,1,0.9863464757552084,1.4811720095866558,0,0,1.0,support_abstain_vs_dqn,1.287763962589439e-09,2.7331716201503915e-05,4.0978193283081055e-08,confirmatory_replication_after_diagnostic_discovery
support_abstention_replication,FourRooms-11-slip-unseen-goals,return_auc,count_gated_tau_20,validated_dqn,30,0.0066753968253966,0.047035714285714,-0.0514310317460321,0.0641363492063491,0.0402926837657104,0.0580645161290322,0.8268785804126191,0.7921590935438871,0.5846647117286922,17,13,0,-0.1414867678163645,-0.2433751534043096,0,0,0.5666666666666667,count_vs_dqn,1.0,1.0,1.0,confirmatory_replication_after_diagnostic_discovery
support_abstention_replication,FourRooms-7-unseen-goals,return_auc,count_gated_tau_20,validated_dqn,30,0.0045814814814814,0.0282777777777777,-0.0265985185185185,0.0350577314814814,0.0521521975345078,0.0408602150537634,0.7771771418942055,0.8552717231214046,0.5846647117286922,17,13,0,-0.2334158032128805,-0.8671092911927487,0,0,0.5666666666666667,count_vs_dqn,1.0,1.0,1.0,confirmatory_replication_after_diagnostic_discovery
support_abstention_replication,FourRooms-9-slip-unseen-goals,return_auc,count_gated_tau_20,validated_dqn,30,-0.0171466666666666,-0.0138666666666662,-0.0882655833333332,0.0523207777777778,-0.0867006999267036,-0.0709677419354838,0.6384299454919946,0.7456546742469072,0.8555355519056321,14,16,0,-0.4174058886420985,0.1983860377882749,0,0,0.4666666666666667,count_vs_dqn,1.0,1.0,1.0,confirmatory_replication_after_diagnostic_discovery
support_abstention_replication,MiniGrid-Empty-5x5-replication,return_auc,count_gated_tau_20,validated_dqn,30,0.2499796296296296,0.2109722222222222,0.1974240740740741,0.307642824074074,1.6012554120457645,1.0,1.1854502535855018e-09,2.484701472863992e-06,3.725290298461914e-09,29,0,1,1.211906810397861,1.5686241569898849,0,1,1.0,count_vs_dqn,1.1854502535855018e-08,2.7331716201503915e-05,4.0978193283081055e-08,confirmatory_replication_after_diagnostic_discovery
support_abstention_replication,FourRooms-11-slip-unseen-goals,return_auc,count_gated_tau_20,tabular,30,-1.6211095238095254,-1.633857142857145,-1.6680437698412711,-1.5743918055555572,-12.061590746547008,-1.0,3.5679463345583876e-33,1.862645149230957e-09,1.862645149230957e-09,0,30,0,0.3481069886338553,-0.2691225070827161,0,0,0.0,count_vs_tabular,7.135892669116777e-32,3.725290298461914e-08,3.725290298461914e-08,confirmatory_replication_after_diagnostic_discovery
support_abstention_replication,FourRooms-7-unseen-goals,return_auc,count_gated_tau_20,tabular,30,-1.1338240740740746,-1.1152777777777785,-1.175507731481482,-1.0919220370370375,-9.444702530318256,-1.0,4.049153537599995e-30,1.862645149230957e-09,1.862645149230957e-09,0,30,0,-0.1217993164143725,-0.3130779652912672,0,0,0.0,count_vs_tabular,7.69339172143999e-29,3.725290298461914e-08,3.725290298461914e-08,confirmatory_replication_after_diagnostic_discovery
support_abstention_replication,FourRooms-9-slip-unseen-goals,return_auc,count_gated_tau_20,tabular,30,-1.2014366666666665,-1.2244833333333327,-1.258662805555555,-1.144172416666666,-7.32875367589084,-1.0,5.740242086313319e-27,1.862645149230957e-09,1.862645149230957e-09,0,30,0,0.1581953600184978,-0.8662810812848329,0,0,0.0,count_vs_tabular,6.888290503575983e-26,3.725290298461914e-08,3.725290298461914e-08,confirmatory_replication_after_diagnostic_discovery
support_abstention_replication,MiniGrid-Empty-5x5-replication,return_auc,count_gated_tau_20,tabular,30,-0.0120396296296296,-0.0250277777777778,-0.1049877777777777,0.0776483148148148,-0.0460507173816088,-0.0365591397849462,0.8026422901628221,0.8611943539301093,0.8555355519056321,14,16,0,-0.124456441389412,0.6740239195118445,0,0,0.4666666666666667,count_vs_tabular,1.0,1.0,1.0,confirmatory_replication_after_diagnostic_discovery
support_abstention_replication,FourRooms-11-slip-unseen-goals,return_auc,support_abstain_tau_20,tabular,30,0.0043896825396825,-0.011797619047619,-0.0337921626984125,0.0413137896825395,0.0408833603093539,0.0838709677419354,0.8243839014187931,0.7000329215079546,1.0,15,15,0,-0.0272049163452536,-0.1975207254697544,0,0,0.5,support_abstain_vs_tabular,1.0,1.0,1.0,confirmatory_replication_after_diagnostic_discovery
support_abstention_replication,FourRooms-7-unseen-goals,return_auc,support_abstain_tau_20,tabular,30,0.0298444444444444,0.0049444444444444,0.0032571759259259,0.0578134259259259,0.3834036859061027,0.4064516129032258,0.0445430487292916,0.0522633474320173,0.098737146705389,20,10,0,0.8844207117768069,0.7341492494460566,0,0,0.6666666666666666,support_abstain_vs_tabular,0.4008874385636244,0.4703701268881559,0.8886343203485014,confirmatory_replication_after_diagnostic_discovery
support_abstention_replication,FourRooms-9-slip-unseen-goals,return_auc,support_abstain_tau_20,tabular,30,-0.0110655555555555,-0.0084833333333333,-0.04567175,0.0246565833333333,-0.1100385397941958,-0.1483870967741935,0.5513887928152642,0.4898460879921913,0.8555355519056321,14,16,0,0.4520545364504166,0.8344919192527405,0,0,0.4666666666666667,support_abstain_vs_tabular,1.0,1.0,1.0,confirmatory_replication_after_diagnostic_discovery
support_abstention_replication,MiniGrid-Empty-5x5-replication,return_auc,support_abstain_tau_20,tabular,30,0.0070307407407407,0.0242777777777777,-0.0835628333333333,0.0952910833333333,0.0273446913539885,0.0896551724137931,0.8819804774469953,0.6732697408056854,0.45825831964612,17,12,1,-0.5104176720214739,0.5380889088078833,0,0,0.5862068965517241,support_abstain_vs_tabular,1.0,1.0,1.0,confirmatory_replication_after_diagnostic_discovery
minigrid_extended_diagnostic,MiniGrid-DoorKey-5x5,return_auc,count_gated_tau_20,validated_dqn,10,0.0410457333333333,0.0,0.0009568,0.0831178666666666,0.5897161777775723,1.0,0.095076453220531,0.125,0.125,4,0,6,1.3970139797985792,0.251893014030764,0,0,1.0,count_vs_validated_dqn,0.9334938724368184,1.0,1.0,post_hoc_extended_minigrid_diagnostic
minigrid_extended_diagnostic,MiniGrid-DoorKey-6x6,return_auc,count_gated_tau_20,validated_dqn,10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,10,0.0,0.0,0,0,0.5,count_vs_validated_dqn,1.0,1.0,1.0,post_hoc_extended_minigrid_diagnostic
minigrid_extended_diagnostic,MiniGrid-Empty-5x5,return_auc,count_gated_tau_20,validated_dqn,10,0.1588666666666666,0.1591666666666666,0.0636666666666666,0.2543666666666667,0.950469652784021,1.0,0.0148200074554163,0.03125,0.03125,6,0,4,0.6994598307760852,-0.4898118411178163,0,0,1.0,count_vs_validated_dqn,0.1926600969204121,0.375,0.375,post_hoc_extended_minigrid_diagnostic
minigrid_extended_diagnostic,MiniGrid-Empty-6x6,return_auc,count_gated_tau_20,validated_dqn,10,0.20265625,0.11953125,0.107421875,0.3103984374999999,1.140077648415974,1.0,0.0057014738592517,0.00390625,0.00390625,9,0,1,1.3749133092668853,1.465641884650438,1,3,1.0,count_vs_validated_dqn,0.0798206340295247,0.05859375,0.05859375,post_hoc_extended_minigrid_diagnostic
minigrid_extended_diagnostic,MiniGrid-Empty-8x8,return_auc,count_gated_tau_20,validated_dqn,10,0.5960234375,0.576796875,0.4422109374999999,0.7498359375000001,2.2964713122102958,1.0,4.75411485577071e-05,0.001953125,0.001953125,10,0,0,-0.1372055784980081,-1.7520462416078866,0,0,1.0,count_vs_validated_dqn,0.0007606583769233,0.03515625,0.03515625,post_hoc_extended_minigrid_diagnostic
minigrid_extended_diagnostic,MiniGrid-FourRooms,return_auc,count_gated_tau_20,validated_dqn,10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,10,0.0,0.0,0,0,0.5,count_vs_validated_dqn,1.0,1.0,1.0,post_hoc_extended_minigrid_diagnostic
minigrid_extended_diagnostic,MiniGrid-DoorKey-5x5,return_auc,count_gated_tau_20,tabular,10,-0.1687925333333333,-0.1458453333333333,-0.2778871433333333,-0.0636219633333333,-0.9262380582502088,-0.8545454545454545,0.0167836848573642,0.013671875,0.021484375,1,9,0,-0.202811838262641,-1.204347772995117,0,0,0.1,count_vs_tabular,0.2014042182883715,0.177734375,0.30078125,post_hoc_extended_minigrid_diagnostic
minigrid_extended_diagnostic,MiniGrid-DoorKey-6x6,return_auc,count_gated_tau_20,tabular,10,-0.0211279761904761,-0.0188988095238095,-0.0264237648809523,-0.0173994047619047,-2.626506932326886,-1.0,1.6383556184456918e-05,0.001953125,0.001953125,0,10,0,-2.380634983173535,6.482004619870397,1,0,0.0,count_vs_tabular,0.0002949040113202,0.03515625,0.03515625,post_hoc_extended_minigrid_diagnostic
minigrid_extended_diagnostic,MiniGrid-Empty-5x5,return_auc,count_gated_tau_20,tabular,10,-0.0314083333333333,0.0,-0.2056166666666666,0.14265,-0.1092938557397511,-0.1666666666666666,0.7375712721718276,0.75,1.0,4,4,2,0.0862642131758251,-0.4452833403687961,0,0,0.5,count_vs_tabular,1.0,1.0,1.0,post_hoc_extended_minigrid_diagnostic
minigrid_extended_diagnostic,MiniGrid-Empty-6x6,return_auc,count_gated_tau_20,tabular,10,-0.0117187499999999,0.000390625,-0.131015625,0.1079687499999999,-0.0568414754442045,0.0555555555555555,0.8613318787683748,0.921875,0.7265625,5,3,2,0.1790016283951918,0.4317292247827229,0,0,0.625,count_vs_tabular,1.0,1.0,1.0,post_hoc_extended_minigrid_diagnostic
minigrid_extended_diagnostic,MiniGrid-Empty-8x8,return_auc,count_gated_tau_20,tabular,10,-0.1827847656249999,-0.0426263020833332,-0.34110830078125,-0.0430907779947916,-0.7051181433286593,-0.6,0.0527157743596509,0.10546875,0.34375,3,7,0,-0.8033279543723941,-1.281003654096378,0,0,0.3,count_vs_tabular,0.5798735179561609,1.0,1.0,post_hoc_extended_minigrid_diagnostic
minigrid_extended_diagnostic,MiniGrid-FourRooms,return_auc,count_gated_tau_20,tabular,10,-0.0148519047619047,-0.0166238095238095,-0.019555238095238,-0.0090990119047619,-1.6339298588339823,-0.9272727272727272,0.0005895777603789,0.005859375,0.021484375,1,9,0,1.3362072554651967,1.481067296741025,0,0,0.1,count_vs_tabular,0.0088436664056837,0.08203125,0.30078125,post_hoc_extended_minigrid_diagnostic
minigrid_extended_diagnostic,MiniGrid-DoorKey-5x5,return_auc,support_abstain_tau_20,count_gated_tau_20,10,-0.0084362666666666,0.0,-0.0379175999999999,0.0166973333333333,-0.1789491016700435,-0.4,0.5853014056049202,0.625,1.0,2,2,6,-0.9642112735349518,0.8728785784903517,0,0,0.5,support_abstain_vs_count,1.0,1.0,1.0,post_hoc_extended_minigrid_diagnostic
minigrid_extended_diagnostic,MiniGrid-DoorKey-6x6,return_auc,support_abstain_tau_20,count_gated_tau_20,10,0.0002440476190476,0.0,0.0,0.0005107142857142,0.593351887063786,1.0,0.0933493872436818,0.25,0.25,3,0,7,1.3904165337340444,0.5970933697745897,0,0,1.0,support_abstain_vs_count,0.9334938724368184,1.0,1.0,post_hoc_extended_minigrid_diagnostic
minigrid_extended_diagnostic,MiniGrid-Empty-5x5,return_auc,support_abstain_tau_20,count_gated_tau_20,10,0.0157666666666666,0.0,-0.00045,0.04775,0.3129062496095407,0.3333333333333333,0.3482750676702245,1.0,1.0,1,1,8,3.1617561763348254,9.997598283025098,0,0,0.5,support_abstain_vs_count,1.0,1.0,1.0,post_hoc_extended_minigrid_diagnostic
minigrid_extended_diagnostic,MiniGrid-Empty-6x6,return_auc,support_abstain_tau_20,count_gated_tau_20,10,0.059296875,0.0,-0.036171875,0.178203125,0.3153035332060284,0.4,0.3447777057422164,0.625,0.625,3,1,6,1.042073011499998,2.4451010145614527,0,1,0.75,support_abstain_vs_count,1.0,1.0,1.0,post_hoc_extended_minigrid_diagnostic
minigrid_extended_diagnostic,MiniGrid-Empty-8x8,return_auc,support_abstain_tau_20,count_gated_tau_20,10,-0.01017578125,0.04806640625,-0.2309648437499999,0.1820898437499999,-0.0291361637932736,0.0,0.9286077539297876,1.0,1.0,5,4,1,-0.8503311293092348,-0.0119734434674634,0,0,0.5555555555555556,support_abstain_vs_count,1.0,1.0,1.0,post_hoc_extended_minigrid_diagnostic
minigrid_extended_diagnostic,MiniGrid-FourRooms,return_auc,support_abstain_tau_20,count_gated_tau_20,10,0.0122390476190476,0.0132642857142857,0.0093537797619047,0.014831744047619,2.601308545613431,1.0,1.7704928761409667e-05,0.001953125,0.001953125,10,0,0,-0.7163649038484973,-0.048086687975466,0,0,1.0,support_abstain_vs_count,0.0003009837889439,0.03515625,0.03515625,post_hoc_extended_minigrid_diagnostic
