environment,agent,metric,n_seeds,minimum,maximum,median,mad,skew,excess_kurtosis,catastrophic_low_outliers,catastrophic_high_outliers,heavy_tail_flag
CliffWalking-v1,count_gated_tau_20,return_auc,30,-500.0,-256.5,-418.8333333333333,0.0,0.30644517860316134,-1.76382680978755,0,0,False
CliffWalking-v1,count_gated_tau_20,mean_return,30,-500.0,-13.0,-13.0,0.0,-5.477225575051662,30.0,0,0,True
CliffWalking-v1,fixed_hybrid,return_auc,30,-1360.6666666666667,-256.5,-419.1666666666667,40.58333333333334,-3.1962047018547173,11.377581939184834,2,0,True
CliffWalking-v1,fixed_hybrid,mean_return,30,-500.0,-13.0,-15.0,2.0,-0.5828521527120075,-1.7839805861170412,11,0,True
CliffWalking-v1,random,return_auc,30,-5347.083333333333,-4399.677777777777,-5071.608333333334,138.73055555555493,0.7407556255492246,-0.10478570611237581,0,0,False
CliffWalking-v1,random,mean_return,30,-5409.133333333333,-4439.966666666666,-4994.133333333333,183.91666666666652,0.322700604855781,-0.26886928069270644,0,0,False
CliffWalking-v1,reliability_gated,return_auc,30,-1523.0,-256.5,-418.8333333333333,81.16666666666666,-4.148378967919455,20.643774019700825,1,0,True
CliffWalking-v1,reliability_gated,mean_return,30,-500.0,-13.0,-13.0,0.0,-0.7448364752803661,-1.553571925640474,0,0,False
CliffWalking-v1,support_abstain_tau_20,return_auc,30,-1081.5,-256.5,-418.8333333333333,0.0,-3.27575826332334,15.0655360291372,1,0,True
CliffWalking-v1,support_abstain_tau_20,mean_return,30,-17.0,-13.0,-13.0,0.0,-4.280921172253141,18.773200543232246,0,0,True
CliffWalking-v1,tabular,return_auc,30,-792.2,-225.99444444444447,-418.8333333333333,21.2222222222222,-1.4037732358004014,2.5976011493811697,2,1,True
CliffWalking-v1,tabular,mean_return,30,-13.0,-13.0,-13.0,0.0,0.0,0.0,0,0,False
CliffWalking-v1,validated_dqn,return_auc,30,-500.0,-500.0,-500.0,0.0,0.0,0.0,0,0,False
CliffWalking-v1,validated_dqn,mean_return,30,-500.0,-500.0,-500.0,0.0,0.0,0.0,0,0,False
FourRooms-11-slip-unseen-goals,count_gated_tau_20,return_auc,30,-3.6942530864197503,-2.945604938271602,-3.2164753086419724,0.10297839506172846,-0.3963166850092374,0.5715309861826805,0,0,False
FourRooms-11-slip-unseen-goals,count_gated_tau_20,mean_return,30,-3.9453333333333305,-2.4676666666666645,-3.1668333333333303,0.25049999999999994,-0.30458474194821905,-0.40039736392914493,0,0,False
FourRooms-11-slip-unseen-goals,fixed_hybrid,return_auc,30,-3.535629629629627,-2.9921481481481442,-3.2270246913580216,0.16687654320987733,-0.10861954931068267,-1.3820682125261827,0,0,False
FourRooms-11-slip-unseen-goals,fixed_hybrid,mean_return,30,-3.780333333333331,-2.278999999999997,-3.0739999999999963,0.3208333333333331,0.3786481676593443,-0.7765496349362571,0,0,False
FourRooms-11-slip-unseen-goals,random,return_auc,30,-1.8793703703703653,-1.4798148148148105,-1.6280493827160447,0.06347530864197526,-0.825466265631534,1.3565885368634252,0,0,False
FourRooms-11-slip-unseen-goals,random,mean_return,30,-2.149333333333327,-1.2946666666666635,-1.6704999999999952,0.16533333333333322,-0.27319883407854995,-0.5847081014355404,0,0,False
FourRooms-11-slip-unseen-goals,reliability_gated,return_auc,30,-3.7271234567901215,-2.94896296296296,-3.2288641975308607,0.1396759259259266,-0.37359917634309736,-0.49103230650871543,0,0,False
FourRooms-11-slip-unseen-goals,reliability_gated,mean_return,30,-3.9176666666666637,-2.2176666666666645,-2.962999999999996,0.2953333333333339,-0.4732703339563009,-0.310092209233761,0,0,False
FourRooms-11-slip-unseen-goals,support_abstain_tau_20,return_auc,30,-1.8910679012345628,-1.4702777777777736,-1.679385802469131,0.049225308641975385,-0.0110084980618114,0.8401023294539689,0,0,False
FourRooms-11-slip-unseen-goals,support_abstain_tau_20,mean_return,30,-2.39766666666666,-1.192666666666663,-1.620166666666662,0.1533333333333331,-0.7614234797670508,1.4678939828435826,0,0,False
FourRooms-11-slip-unseen-goals,tabular,return_auc,30,-1.8233888888888838,-1.4461358024691318,-1.6511049382716005,0.049388888888888816,0.3432852734869763,0.38490990252454615,0,0,False
FourRooms-11-slip-unseen-goals,tabular,mean_return,30,-2.2546666666666604,-1.1909999999999965,-1.608999999999995,0.20566666666666567,-0.3833105395955208,-0.8738297860397193,0,0,False
FourRooms-11-slip-unseen-goals,validated_dqn,return_auc,30,-3.5268950617283927,-3.053370370370368,-3.323391975308639,0.11400308641975387,-0.004908191690376858,-0.8587025032906039,0,0,False
FourRooms-11-slip-unseen-goals,validated_dqn,mean_return,30,-3.845666666666664,-2.463999999999997,-3.082666666666663,0.3421666666666676,-0.13336453979009805,-1.1356555464218243,0,0,False
FourRooms-7-unseen-goals,count_gated_tau_20,return_auc,30,-1.8574090909090923,-1.5279393939393948,-1.6899393939393952,0.08099999999999985,-0.007633586349438402,-1.0416662608975877,0,0,False
FourRooms-7-unseen-goals,count_gated_tau_20,mean_return,30,-1.9900000000000013,-1.157000000000001,-1.6213333333333344,0.14383333333333337,0.2777355096306567,-0.5559292532109184,0,0,False
FourRooms-7-unseen-goals,fixed_hybrid,return_auc,30,-1.8341515151515162,-1.4340757575757586,-1.704810606060607,0.06454545454545457,0.644100635412389,0.3626705522521876,0,0,False
FourRooms-7-unseen-goals,fixed_hybrid,mean_return,30,-1.9836666666666678,-1.3610000000000009,-1.687500000000001,0.09949999999999992,0.051965583274402274,-0.7699999917858769,0,0,False
FourRooms-7-unseen-goals,random,return_auc,30,-0.7004545454545461,-0.3810303030303036,-0.5741666666666674,0.04958333333333331,0.49045972556043904,-0.3524515581939123,0,0,False
FourRooms-7-unseen-goals,random,mean_return,30,-0.7786666666666674,-0.25800000000000056,-0.5261666666666673,0.12100000000000002,-0.019416843493037638,-0.8715759892388739,0,0,False
FourRooms-7-unseen-goals,reliability_gated,return_auc,30,-1.8690757575757588,-1.4923333333333344,-1.691242424242425,0.07032575757575765,0.1387206084779306,-0.6086737925905576,0,0,False
FourRooms-7-unseen-goals,reliability_gated,mean_return,30,-1.9856666666666678,-1.1936666666666675,-1.6373333333333344,0.1336666666666667,0.20251081059739895,-0.36377680060231743,0,0,False
FourRooms-7-unseen-goals,support_abstain_tau_20,return_auc,30,-0.6641363636363643,-0.30204545454545506,-0.5274924242424248,0.039204545454545436,0.84926529801232,1.7881669577394357,0,0,False
FourRooms-7-unseen-goals,support_abstain_tau_20,mean_return,30,-0.8290000000000007,-0.05600000000000045,-0.4810000000000006,0.12000000000000002,0.015083239296412292,-0.052481359920935056,0,0,False
FourRooms-7-unseen-goals,tabular,return_auc,30,-0.7015909090909099,-0.3889090909090915,-0.5366363636363642,0.07271212121212126,-0.16571721662855418,-0.9255691201851137,0,0,False
FourRooms-7-unseen-goals,tabular,mean_return,30,-0.9323333333333341,-0.1980000000000005,-0.48900000000000066,0.08716666666666678,-0.3769983800737327,0.5802583046488081,0,0,False
FourRooms-7-unseen-goals,validated_dqn,return_auc,30,-1.855166666666668,-1.4768939393939402,-1.670568181818183,0.07586363636363636,0.05817834917355041,-0.7298033448133432,0,0,False
FourRooms-7-unseen-goals,validated_dqn,mean_return,30,-1.9493333333333345,-1.1973333333333342,-1.588500000000001,0.15900000000000014,-0.05792470007483473,-0.9262764587428447,0,0,False
FourRooms-9-slip-unseen-goals,count_gated_tau_20,return_auc,30,-2.5844912280701764,-1.9418333333333337,-2.252350877192983,0.11897807017543882,-0.1756807684541233,-0.58617746517342,0,0,False
FourRooms-9-slip-unseen-goals,count_gated_tau_20,mean_return,30,-2.960666666666668,-1.261666666666667,-2.0703333333333336,0.26166666666666716,-0.17581909268772886,-0.05917158745592532,0,0,False
FourRooms-9-slip-unseen-goals,fixed_hybrid,return_auc,30,-2.497500000000001,-1.9132894736842112,-2.2996578947368427,0.08938157894736842,0.8342199894598453,0.369839897999404,0,0,False
FourRooms-9-slip-unseen-goals,fixed_hybrid,mean_return,30,-2.6286666666666676,-1.345333333333334,-2.155666666666667,0.1830000000000006,0.7021969958287555,0.3421945785319438,0,0,False
FourRooms-9-slip-unseen-goals,random,return_auc,30,-1.2527894736842113,-0.897938596491229,-1.0641052631578956,0.09678070175438613,-0.2422048040480144,-1.207073374221458,0,0,False
FourRooms-9-slip-unseen-goals,random,mean_return,30,-1.565000000000001,-0.7026666666666674,-1.0376666666666674,0.1466666666666666,-0.4321556026637274,-0.4492430964129581,0,0,False
FourRooms-9-slip-unseen-goals,reliability_gated,return_auc,30,-2.481429824561404,-2.0449210526315795,-2.253083333333334,0.0850087719298247,0.07200542562386333,-0.7579727944199672,0,0,False
FourRooms-9-slip-unseen-goals,reliability_gated,mean_return,30,-2.7333333333333343,-1.4013333333333335,-2.177666666666667,0.17866666666666697,0.724825112570353,1.3593174424956862,0,0,False
FourRooms-9-slip-unseen-goals,support_abstain_tau_20,return_auc,30,-1.1618859649122817,-0.8549649122807025,-1.0339385964912289,0.059539473684210587,0.2647818143575845,-0.6387123702283222,0,0,False
FourRooms-9-slip-unseen-goals,support_abstain_tau_20,mean_return,30,-1.522000000000001,-0.6626666666666673,-0.9865000000000009,0.15149999999999997,-0.33167745698170403,0.37229104435422045,0,0,False
FourRooms-9-slip-unseen-goals,tabular,return_auc,30,-1.236956140350878,-0.8719473684210534,-1.0220175438596502,0.08371052631578951,-0.3863999214337651,-0.7060658992478683,0,0,False
FourRooms-9-slip-unseen-goals,tabular,mean_return,30,-1.3856666666666677,-0.7136666666666672,-1.064333333333334,0.14566666666666667,0.1368401737392619,-0.9844850811426182,0,0,False
FourRooms-9-slip-unseen-goals,validated_dqn,return_auc,30,-2.605052631578948,-1.9154473684210531,-2.3152412280701755,0.12170614035087701,0.19589095420855873,-0.49971548411763234,0,0,False
FourRooms-9-slip-unseen-goals,validated_dqn,mean_return,30,-2.887666666666668,-1.3936666666666662,-2.0675000000000003,0.18033333333333346,-0.21590246968785684,0.24094683631112712,0,0,False
FrozenLake-4x4-slippery,count_gated_tau_20,return_auc,30,0.2944444444444444,0.6666666666666666,0.5555555555555556,0.061111111111111116,-0.7704875376705315,-0.4994971126216967,0,0,False
FrozenLake-4x4-slippery,count_gated_tau_20,mean_return,30,0.26666666666666666,0.8666666666666667,0.6833333333333333,0.1166666666666667,-0.6083856737886737,-0.5955552494145322,0,0,False
FrozenLake-4x4-slippery,fixed_hybrid,return_auc,30,0.27222222222222225,0.6944444444444445,0.46944444444444444,0.05277777777777773,-0.036224808461219976,1.0246943217314612,0,0,False
FrozenLake-4x4-slippery,fixed_hybrid,mean_return,30,0.4,0.8333333333333334,0.6333333333333333,0.09999999999999998,-0.3613741924805729,-0.5557375101625883,0,0,False
FrozenLake-4x4-slippery,random,return_auc,30,0.0,0.03888888888888888,0.01111111111111111,0.005555555555555557,0.9410684314596516,1.0939056267339122,0,0,False
FrozenLake-4x4-slippery,random,mean_return,30,0.0,0.1,0.016666666666666666,0.016666666666666666,1.0143882497236305,0.39308334171106907,0,0,False
FrozenLake-4x4-slippery,reliability_gated,return_auc,30,0.08333333333333333,0.6055555555555555,0.40555555555555556,0.07500000000000001,-0.3668076407704098,0.19443444504246488,0,0,False
FrozenLake-4x4-slippery,reliability_gated,mean_return,30,0.0,0.8333333333333334,0.5666666666666667,0.09999999999999998,-1.2268447282618833,1.6704599701849352,0,0,False
FrozenLake-4x4-slippery,support_abstain_tau_20,return_auc,30,0.2944444444444444,0.6666666666666666,0.5555555555555556,0.061111111111111116,-0.7704875376705315,-0.4994971126216967,0,0,False
FrozenLake-4x4-slippery,support_abstain_tau_20,mean_return,30,0.26666666666666666,0.8666666666666667,0.6833333333333333,0.1166666666666667,-0.6083856737886737,-0.5955552494145322,0,0,False
FrozenLake-4x4-slippery,tabular,return_auc,30,0.3222222222222222,0.6944444444444444,0.4805555555555555,0.06944444444444448,0.31791916756883304,-0.5942467128542979,0,0,False
FrozenLake-4x4-slippery,tabular,mean_return,30,0.4666666666666667,0.8333333333333334,0.6499999999999999,0.08333333333333326,0.09667336885946046,-0.82907892566221,0,0,False
FrozenLake-4x4-slippery,validated_dqn,return_auc,30,0.06666666666666667,0.3777777777777777,0.18888888888888888,0.07222222222222222,0.42086123479630444,-1.0662213174060786,0,0,False
FrozenLake-4x4-slippery,validated_dqn,mean_return,30,0.0,0.7666666666666667,0.3,0.10000000000000003,0.3264926085500415,-0.5646726888398068,0,0,False
FrozenLake-8x8-slippery,count_gated_tau_20,return_auc,30,0.0,0.18333333333333335,0.020238095238095236,0.020238095238095236,1.3642008222165758,1.2579519674281219,0,0,False
FrozenLake-8x8-slippery,count_gated_tau_20,mean_return,30,0.0,0.36666666666666664,0.11666666666666667,0.11666666666666667,0.5659652424629346,-0.9716165035517204,0,0,False
FrozenLake-8x8-slippery,fixed_hybrid,return_auc,30,0.0,0.27619047619047615,0.016666666666666663,0.016666666666666663,3.071057835432181,10.593622208635294,0,2,True
FrozenLake-8x8-slippery,fixed_hybrid,mean_return,30,0.0,0.4,0.1,0.1,0.7003674777689419,-0.7043005325919198,0,0,False
FrozenLake-8x8-slippery,random,return_auc,30,0.0,0.009523809523809523,0.0,0.0,1.1582881026306249,0.7207225155468509,0,0,False
FrozenLake-8x8-slippery,random,mean_return,30,0.0,0.03333333333333333,0.0,0.0,3.6599986856567015,12.206632653061241,0,0,True
FrozenLake-8x8-slippery,reliability_gated,return_auc,30,0.0,0.20476190476190478,0.016666666666666663,0.016666666666666663,2.5961064364229585,7.623487712122412,0,1,True
FrozenLake-8x8-slippery,reliability_gated,mean_return,30,0.0,0.4,0.1,0.1,0.6538608255069055,-0.6881933186106175,0,0,False
FrozenLake-8x8-slippery,support_abstain_tau_20,return_auc,30,0.0,0.21428571428571427,0.029761904761904764,0.028571428571428574,1.6878313455994403,2.5795746774712507,0,0,False
FrozenLake-8x8-slippery,support_abstain_tau_20,mean_return,30,0.0,0.4,0.11666666666666667,0.11666666666666667,0.6327069033041062,-0.4512483076809497,0,0,False
FrozenLake-8x8-slippery,tabular,return_auc,30,0.0,0.10238095238095238,0.0023809523809523807,0.0023809523809523807,3.2472078293279503,11.612217422591302,0,5,True
FrozenLake-8x8-slippery,tabular,mean_return,30,0.0,0.36666666666666664,0.0,0.0,3.5818575769478125,14.471763194250972,0,2,True
FrozenLake-8x8-slippery,validated_dqn,return_auc,30,0.0,0.06666666666666667,0.005952380952380952,0.005952380952380952,1.349456437249103,1.2403153902140396,0,2,True
FrozenLake-8x8-slippery,validated_dqn,mean_return,30,0.0,0.3333333333333333,0.0,0.0,1.0940646242519876,-0.5329346111118571,0,0,False
Taxi-v3-compatible,count_gated_tau_20,return_auc,30,-302.72857142857146,-200.0,-208.50714285714287,8.507142857142867,-1.2462494527694934,0.07535220884813931,3,0,True
Taxi-v3-compatible,count_gated_tau_20,mean_return,30,-200.0,-200.0,-200.0,0.0,0.0,0.0,0,0,False
Taxi-v3-compatible,fixed_hybrid,return_auc,30,-302.64285714285717,-200.0,-214.9142857142857,12.846428571428575,-1.3042067596749032,0.6283074579287407,0,0,False
Taxi-v3-compatible,fixed_hybrid,mean_return,30,-200.0,-200.0,-200.0,0.0,0.0,0.0,0,0,False
Taxi-v3-compatible,random,return_auc,30,-786.55,-752.0619047619047,-772.6226190476191,5.583333333333314,0.4619896191117879,-0.5220687149226224,0,0,False
Taxi-v3-compatible,random,mean_return,30,-797.6,-709.1666666666666,-775.5166666666667,11.416666666666629,1.3128916371073864,1.954267790136691,0,0,False
Taxi-v3-compatible,reliability_gated,return_auc,30,-370.8285714285714,-204.13571428571427,-246.97142857142856,34.02857142857144,-0.6758446848395916,-0.2831183728107147,0,0,False
Taxi-v3-compatible,reliability_gated,mean_return,30,-675.8,-200.0,-259.85,59.85000000000002,-1.8179598959546623,3.7858140894536385,0,0,True
Taxi-v3-compatible,support_abstain_tau_20,return_auc,30,-299.51428571428573,-223.29761904761907,-256.8285714285714,18.953571428571422,-0.16793069560285023,-1.1026792900388533,0,0,False
Taxi-v3-compatible,support_abstain_tau_20,mean_return,30,-200.0,-200.0,-200.0,0.0,0.0,0.0,0,0,False
Taxi-v3-compatible,tabular,return_auc,30,-477.6666666666667,-332.32142857142856,-366.0130952380953,25.235714285714266,-0.9547835773162613,0.3728477048458183,0,0,False
Taxi-v3-compatible,tabular,mean_return,30,-379.4,-200.0,-200.0,0.0,-2.677241733624332,7.524815573128894,0,0,True
Taxi-v3-compatible,validated_dqn,return_auc,30,-328.55,-200.0,-200.0,0.0,-2.747474854354744,6.464738273709791,0,0,True
Taxi-v3-compatible,validated_dqn,mean_return,30,-200.0,-200.0,-200.0,0.0,0.0,0.0,0,0,False
