experiment_name,experiment,config_file,environment,environment_id,resolved_environment_id,observation_representation,agent,seed,phase,train_steps,eval_checkpoint,eval_return,checkpoint,episode,return,length,success,environment_steps,gradient_updates,elapsed_seconds,training_elapsed_seconds,evaluation_elapsed_seconds,wall_clock_training_time,wall_clock_evaluation_time,git_commit_hash,package_version,python_version,torch_version,numpy_version,gymnasium_version,minigrid_version,mean_gate,support_abstention_rate,global_tabular_error,global_neural_error,visited_states,failure_rate,collision_rate,risk_zone_rate,unsupported_state_ratio,memory_branch_usage_ratio,neural_branch_usage_ratio,abstention_ratio,adaptive_alpha_mean,adaptive_alpha_iqr,support_score_mean,uncertainty_score_mean,inference_time_us_per_decision_mean,inference_time_us_per_decision_median,selected_branch,memory_cost_states,memory_cost_entries,memory_cost_bytes_estimated
asoc_fuzzy_sensitivity_ablation,asoc_fuzzy_sensitivity_ablation,configs/fuzzy_sensitivity_ablation.json,ApplicationNavigation-deployment-goal-shift,ApplicationNavigationSupportShift-v0,ApplicationNavigationSupportShift-v0,native_gymnasium_observation,fuzzy_shoulder_conservative,980,eval,100,100,-9.31,100,1,-9.31,40,0.0,100,0,0.07899611899983938,0.03910360700001547,0.03989251199982391,0.03910360700001547,0.03989251199982391,unknown,1.4.0,3.13.5,2.10.0+cpu,2.3.5,fallback-local,not-installed,0.03571428571428571,0.0,0.012382621,0.01656124691713537,29.0,1.0,0.925,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.016291440350849173,382.118,373.866,neural,29.0,145.0,1276.0
asoc_fuzzy_sensitivity_ablation,asoc_fuzzy_sensitivity_ablation,configs/fuzzy_sensitivity_ablation.json,ApplicationNavigation-deployment-goal-shift,ApplicationNavigationSupportShift-v0,ApplicationNavigationSupportShift-v0,native_gymnasium_observation,fuzzy_shoulder_conservative,980,eval,100,100,-9.31,100,2,-9.31,40,0.0,100,0,0.07910552700013795,0.039213015000314044,0.03989251199982391,0.039213015000314044,0.03989251199982391,unknown,1.4.0,3.13.5,2.10.0+cpu,2.3.5,fallback-local,not-installed,0.03571428571428571,0.0,0.012382621,0.01656124691713537,29.0,1.0,0.925,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.016291440350849173,388.7099,383.9705,neural,29.0,145.0,1276.0
asoc_fuzzy_sensitivity_ablation,asoc_fuzzy_sensitivity_ablation,configs/fuzzy_sensitivity_ablation.json,ApplicationNavigation-deployment-goal-shift,ApplicationNavigationSupportShift-v0,ApplicationNavigationSupportShift-v0,native_gymnasium_observation,fuzzy_shoulder_conservative,980,train,100,,,100,3,-0.7900000000000003,20,0.0,100,0,0.07981955100012783,0.03992703900030392,0.03989251199982391,0.03992703900030392,0.03989251199982391,unknown,1.4.0,3.13.5,2.10.0+cpu,2.3.5,fallback-local,not-installed,0.03571428571428571,0.0,0.012382621,0.01656124691713537,29.0,1.0,0.05,0.1,0.0,0.05000000000000001,0.9499999999999998,0.0,0.05000000000000001,0.0,0.12164484478178872,0.15428901567502784,36.497800000000005,22.076999999999998,neural,29.0,145.0,1276.0
asoc_fuzzy_sensitivity_ablation,asoc_fuzzy_sensitivity_ablation,configs/fuzzy_sensitivity_ablation.json,ApplicationNavigation-deployment-goal-shift,ApplicationNavigationSupportShift-v0,ApplicationNavigationSupportShift-v0,native_gymnasium_observation,fuzzy_shoulder_conservative,981,train,40,,,40,1,-4.48,40,0.0,40,0,0.015635344999736844,0.015635344999736844,0.0,0.015635344999736844,0.0,unknown,1.4.0,3.13.5,2.10.0+cpu,2.3.5,fallback-local,not-installed,0.11357046592576073,0.0,0.14159107,0.15902183656130692,7.0,1.0,0.4,0.0,0.775,0.029489524747117035,0.19551047525288295,0.0,0.13106455443163129,0.0,0.07065308090967723,0.2933450058134486,37.344849999999994,15.314,none,7.0,35.0,308.0
asoc_fuzzy_sensitivity_ablation,asoc_fuzzy_sensitivity_ablation,configs/fuzzy_sensitivity_ablation.json,ApplicationNavigation-deployment-goal-shift,ApplicationNavigationSupportShift-v0,ApplicationNavigationSupportShift-v0,native_gymnasium_observation,fuzzy_shoulder_conservative,981,eval,50,50,-0.8000000000000004,50,1,-0.8000000000000004,40,0.0,50,0,0.05642180099994221,0.019504925000092044,0.03691687599985016,0.019504925000092044,0.03691687599985016,unknown,1.4.0,3.13.5,2.10.0+cpu,2.3.5,fallback-local,not-installed,0.11357046592576073,0.0,0.09026057,0.10330436268286763,12.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.09363179026290255,382.898225,368.201,neural,13.0,65.0,556.0
asoc_fuzzy_sensitivity_ablation,asoc_fuzzy_sensitivity_ablation,configs/fuzzy_sensitivity_ablation.json,ApplicationNavigation-deployment-goal-shift,ApplicationNavigationSupportShift-v0,ApplicationNavigationSupportShift-v0,native_gymnasium_observation,fuzzy_shoulder_conservative,981,eval,50,50,-0.8000000000000004,50,2,-0.8000000000000004,40,0.0,50,0,0.05656458900011785,0.019647713000267686,0.03691687599985016,0.019647713000267686,0.03691687599985016,unknown,1.4.0,3.13.5,2.10.0+cpu,2.3.5,fallback-local,not-installed,0.11357046592576073,0.0,0.09026057,0.10330436268286763,12.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.09363179026290255,382.001125,368.1295,neural,13.0,65.0,556.0
asoc_fuzzy_sensitivity_ablation,asoc_fuzzy_sensitivity_ablation,configs/fuzzy_sensitivity_ablation.json,ApplicationNavigation-deployment-goal-shift,ApplicationNavigationSupportShift-v0,ApplicationNavigationSupportShift-v0,native_gymnasium_observation,fuzzy_shoulder_conservative,981,train,80,,,80,2,-2.9700000000000006,40,0.0,80,0,0.07364752400008001,0.03673064800022985,0.03691687599985016,0.03673064800022985,0.03691687599985016,unknown,1.4.0,3.13.5,2.10.0+cpu,2.3.5,fallback-local,not-installed,0.06928523296288036,0.0,0.03110499,0.04936449179356682,19.0,1.0,0.175,0.175,0.025,0.10103290387998025,0.8989670961200197,0.0,0.10103290387998025,0.09505982523632771,0.2020514692675949,0.21685243188427342,46.9342,20.8305,neural,19.0,95.0,836.0
asoc_fuzzy_sensitivity_ablation,asoc_fuzzy_sensitivity_ablation,configs/fuzzy_sensitivity_ablation.json,ApplicationNavigation-deployment-goal-shift,ApplicationNavigationSupportShift-v0,ApplicationNavigationSupportShift-v0,native_gymnasium_observation,fuzzy_shoulder_conservative,981,eval,100,100,-9.54,100,1,-9.54,40,0.0,100,0,0.11325575299997581,0.043137837999893236,0.07011791500008258,0.043137837999893236,0.07011791500008258,unknown,1.4.0,3.13.5,2.10.0+cpu,2.3.5,fallback-local,not-installed,0.10170402712380958,0.0,0.013304939,0.031738822293276334,21.0,1.0,0.95,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.03076245810226421,347.44285,343.531,neural,21.0,105.0,924.0
asoc_fuzzy_sensitivity_ablation,asoc_fuzzy_sensitivity_ablation,configs/fuzzy_sensitivity_ablation.json,ApplicationNavigation-deployment-goal-shift,ApplicationNavigationSupportShift-v0,ApplicationNavigationSupportShift-v0,native_gymnasium_observation,fuzzy_shoulder_conservative,981,eval,100,100,-0.8000000000000004,100,2,-0.8000000000000004,40,0.0,100,0,0.11335520800002996,0.043237292999947385,0.07011791500008258,0.043237292999947385,0.07011791500008258,unknown,1.4.0,3.13.5,2.10.0+cpu,2.3.5,fallback-local,not-installed,0.10170402712380958,0.0,0.013304939,0.031738822293276334,21.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.03076245810226421,343.99827500000004,334.31100000000004,neural,21.0,105.0,924.0
asoc_fuzzy_sensitivity_ablation,asoc_fuzzy_sensitivity_ablation,configs/fuzzy_sensitivity_ablation.json,ApplicationNavigation-deployment-goal-shift,ApplicationNavigationSupportShift-v0,ApplicationNavigationSupportShift-v0,native_gymnasium_observation,fuzzy_shoulder_conservative,981,train,100,,,100,3,-1.1000000000000003,20,0.0,100,0,0.11404793199972119,0.04393001699963861,0.07011791500008258,0.04393001699963861,0.07011791500008258,unknown,1.4.0,3.13.5,2.10.0+cpu,2.3.5,fallback-local,not-installed,0.10170402712380958,0.0,0.013304939,0.031738822293276334,21.0,1.0,0.1,0.15,0.0,0.16789648244889216,0.832103517551108,0.0,0.16789648244889216,0.18137920376752642,0.2920523246774337,0.20385710346625205,34.24995,13.4055,neural,21.0,105.0,924.0
asoc_fuzzy_sensitivity_ablation,asoc_fuzzy_sensitivity_ablation,configs/fuzzy_sensitivity_ablation.json,ApplicationNavigation-deployment-goal-shift,ApplicationNavigationSupportShift-v0,ApplicationNavigationSupportShift-v0,native_gymnasium_observation,fuzzy_tau_20,980,train,40,,,40,1,-2.1800000000000006,40,0.0,40,0,0.01997764699990512,0.01997764699990512,0.0,0.01997764699990512,0.0,unknown,1.4.0,3.13.5,2.10.0+cpu,2.3.5,fallback-local,not-installed,0.15429877479134674,0.0,0.1354553,0.13861901205061872,9.0,1.0,0.15,0.0,0.975,0.0038574693697836686,0.021142530630216334,0.0,0.15429877479134674,0.0,0.004531731173050455,0.2520219913320973,42.490575,22.9145,none,9.0,45.0,396.0
asoc_fuzzy_sensitivity_ablation,asoc_fuzzy_sensitivity_ablation,configs/fuzzy_sensitivity_ablation.json,ApplicationNavigation-deployment-goal-shift,ApplicationNavigationSupportShift-v0,ApplicationNavigationSupportShift-v0,native_gymnasium_observation,fuzzy_tau_20,980,eval,50,50,4.98,50,1,4.98,2,1.0,50,0,0.028927164999913657,0.025266913999985263,0.003660250999928394,0.025266913999985263,0.003660250999928394,unknown,1.4.0,3.13.5,2.10.0+cpu,2.3.5,fallback-local,not-installed,0.09013550398359482,0.0,0.08594053,0.09195181606978892,13.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.08420867543473372,462.6275,462.6275,neural,14.0,70.0,600.0
asoc_fuzzy_sensitivity_ablation,asoc_fuzzy_sensitivity_ablation,configs/fuzzy_sensitivity_ablation.json,ApplicationNavigation-deployment-goal-shift,ApplicationNavigationSupportShift-v0,ApplicationNavigationSupportShift-v0,native_gymnasium_observation,fuzzy_tau_20,980,eval,50,50,4.98,50,2,4.98,2,1.0,50,0,0.02901930899997751,0.025359058000049117,0.003660250999928394,0.025359058000049117,0.003660250999928394,unknown,1.4.0,3.13.5,2.10.0+cpu,2.3.5,fallback-local,not-installed,0.09013550398359482,0.0,0.08594053,0.09195181606978892,13.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.08420867543473372,365.543,365.543,neural,14.0,70.0,600.0
asoc_fuzzy_sensitivity_ablation,asoc_fuzzy_sensitivity_ablation,configs/fuzzy_sensitivity_ablation.json,ApplicationNavigation-deployment-goal-shift,ApplicationNavigationSupportShift-v0,ApplicationNavigationSupportShift-v0,native_gymnasium_observation,fuzzy_tau_20,980,train,80,,,80,2,-2.1800000000000006,40,0.0,80,0,0.043305070999849704,0.03964481999992131,0.003660250999928394,0.03964481999992131,0.003660250999928394,unknown,1.4.0,3.13.5,2.10.0+cpu,2.3.5,fallback-local,not-installed,0.07219017640620691,0.0,0.026463974,0.029742628211278516,22.0,1.0,0.15,0.0,0.65,0.04072977607689963,0.9592702239231004,0.0,0.04072977607689963,0.112734546486457,0.048423858182154556,0.11720529826696358,79.15205,23.278,neural,22.0,110.0,968.0
asoc_fuzzy_sensitivity_ablation,asoc_fuzzy_sensitivity_ablation,configs/fuzzy_sensitivity_ablation.json,ApplicationNavigation-deployment-goal-shift,ApplicationNavigationSupportShift-v0,ApplicationNavigationSupportShift-v0,native_gymnasium_observation,fuzzy_tau_20,980,eval,100,100,-9.31,100,1,-9.31,40,0.0,100,0,0.08956401099976574,0.04912499100009882,0.040439019999666925,0.04912499100009882,0.040439019999666925,unknown,1.4.0,3.13.5,2.10.0+cpu,2.3.5,fallback-local,not-installed,0.08310128008410249,0.0,0.012382621,0.01656124691713537,29.0,1.0,0.925,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.016291440350849173,342.10925,328.06399999999996,neural,29.0,145.0,1276.0
asoc_fuzzy_sensitivity_ablation,asoc_fuzzy_sensitivity_ablation,configs/fuzzy_sensitivity_ablation.json,ApplicationNavigation-deployment-goal-shift,ApplicationNavigationSupportShift-v0,ApplicationNavigationSupportShift-v0,native_gymnasium_observation,fuzzy_tau_20,980,eval,100,100,-9.31,100,2,-9.31,40,0.0,100,0,0.0897118389998468,0.04927281900017988,0.040439019999666925,0.04927281900017988,0.040439019999666925,unknown,1.4.0,3.13.5,2.10.0+cpu,2.3.5,fallback-local,not-installed,0.08310128008410249,0.0,0.012382621,0.01656124691713537,29.0,1.0,0.925,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.016291440350849173,425.3465,431.682,neural,29.0,145.0,1276.0
asoc_fuzzy_sensitivity_ablation,asoc_fuzzy_sensitivity_ablation,configs/fuzzy_sensitivity_ablation.json,ApplicationNavigation-deployment-goal-shift,ApplicationNavigationSupportShift-v0,ApplicationNavigationSupportShift-v0,native_gymnasium_observation,fuzzy_tau_20,980,train,100,,,100,3,-0.7900000000000003,20,0.0,100,0,0.09055176999981995,0.05011275000015303,0.040439019999666925,0.05011275000015303,0.040439019999666925,unknown,1.4.0,3.13.5,2.10.0+cpu,2.3.5,fallback-local,not-installed,0.08310128008410249,0.0,0.012382621,0.01656124691713537,29.0,1.0,0.05,0.1,0.0,0.10421234618331181,0.8957876538166882,0.0,0.10421234618331181,0.098567902151476,0.12164484478178872,0.15428901567502784,45.486149999999995,23.9375,neural,29.0,145.0,1276.0
asoc_fuzzy_sensitivity_ablation,asoc_fuzzy_sensitivity_ablation,configs/fuzzy_sensitivity_ablation.json,ApplicationNavigation-deployment-goal-shift,ApplicationNavigationSupportShift-v0,ApplicationNavigationSupportShift-v0,native_gymnasium_observation,fuzzy_tau_20,981,train,40,,,40,1,-4.25,40,0.0,40,0,0.01616239500026495,0.01616239500026495,0.0,0.01616239500026495,0.0,unknown,1.4.0,3.13.5,2.10.0+cpu,2.3.5,fallback-local,not-installed,0.25796450071828136,0.0,0.14158218,0.1567002005887932,7.0,1.0,0.375,0.0,0.775,0.06189084181088837,0.1631091581891116,0.0,0.27507040804839283,0.0,0.07065308090967723,0.2933450058134486,45.3676,19.543999999999997,none,7.0,35.0,308.0
asoc_fuzzy_sensitivity_ablation,asoc_fuzzy_sensitivity_ablation,configs/fuzzy_sensitivity_ablation.json,ApplicationNavigation-deployment-goal-shift,ApplicationNavigationSupportShift-v0,ApplicationNavigationSupportShift-v0,native_gymnasium_observation,fuzzy_tau_20,981,eval,50,50,-0.8000000000000004,50,1,-0.8000000000000004,40,0.0,50,0,0.053943813999921986,0.019452580999768543,0.03449123300015344,0.019452580999768543,0.03449123300015344,unknown,1.4.0,3.13.5,2.10.0+cpu,2.3.5,fallback-local,not-installed,0.25796450071828136,0.0,0.09025524,0.10191431346665906,12.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.09248841967215513,378.02250000000004,363.02200000000005,neural,13.0,65.0,556.0
asoc_fuzzy_sensitivity_ablation,asoc_fuzzy_sensitivity_ablation,configs/fuzzy_sensitivity_ablation.json,ApplicationNavigation-deployment-goal-shift,ApplicationNavigationSupportShift-v0,ApplicationNavigationSupportShift-v0,native_gymnasium_observation,fuzzy_tau_20,981,eval,50,50,-0.8000000000000004,50,2,-0.8000000000000004,40,0.0,50,0,0.054040486000303645,0.019549253000150202,0.03449123300015344,0.019549253000150202,0.03449123300015344,unknown,1.4.0,3.13.5,2.10.0+cpu,2.3.5,fallback-local,not-installed,0.25796450071828136,0.0,0.09025524,0.10191431346665906,12.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.09248841967215513,347.446025,342.56899999999996,neural,13.0,65.0,556.0
asoc_fuzzy_sensitivity_ablation,asoc_fuzzy_sensitivity_ablation,configs/fuzzy_sensitivity_ablation.json,ApplicationNavigation-deployment-goal-shift,ApplicationNavigationSupportShift-v0,ApplicationNavigationSupportShift-v0,native_gymnasium_observation,fuzzy_tau_20,981,train,80,,,80,2,-2.9700000000000006,40,0.0,80,0,0.06646181299993259,0.03197057999977915,0.03449123300015344,0.03197057999977915,0.03449123300015344,unknown,1.4.0,3.13.5,2.10.0+cpu,2.3.5,fallback-local,not-installed,0.1414822503591407,0.0,0.031103844,0.049066133347979976,19.0,1.0,0.175,0.175,0.025,0.1800653236518651,0.8199346763481348,0.0,0.1800653236518651,0.238755133912482,0.2020514692675949,0.21662581096582514,37.51365,18.3345,neural,19.0,95.0,836.0
asoc_fuzzy_sensitivity_ablation,asoc_fuzzy_sensitivity_ablation,configs/fuzzy_sensitivity_ablation.json,ApplicationNavigation-deployment-goal-shift,ApplicationNavigationSupportShift-v0,ApplicationNavigationSupportShift-v0,native_gymnasium_observation,fuzzy_tau_20,981,eval,100,100,-9.54,100,1,-9.54,40,0.0,100,0,0.11178794400029801,0.03885530600018683,0.07293263800011118,0.03885530600018683,0.07293263800011118,unknown,1.4.0,3.13.5,2.10.0+cpu,2.3.5,fallback-local,not-installed,0.18485591041501692,0.0,0.013304526,0.03163186499070176,21.0,1.0,0.95,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.030661969704655123,425.48099999999994,405.192,neural,21.0,105.0,924.0
asoc_fuzzy_sensitivity_ablation,asoc_fuzzy_sensitivity_ablation,configs/fuzzy_sensitivity_ablation.json,ApplicationNavigation-deployment-goal-shift,ApplicationNavigationSupportShift-v0,ApplicationNavigationSupportShift-v0,native_gymnasium_observation,fuzzy_tau_20,981,eval,100,100,-0.8000000000000004,100,2,-0.8000000000000004,40,0.0,100,0,0.11188694400016175,0.038954306000050565,0.07293263800011118,0.038954306000050565,0.07293263800011118,unknown,1.4.0,3.13.5,2.10.0+cpu,2.3.5,fallback-local,not-installed,0.18485591041501692,0.0,0.013304526,0.03163186499070176,21.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.030661969704655123,383.29972499999997,382.524,neural,21.0,105.0,924.0
asoc_fuzzy_sensitivity_ablation,asoc_fuzzy_sensitivity_ablation,configs/fuzzy_sensitivity_ablation.json,ApplicationNavigation-deployment-goal-shift,ApplicationNavigationSupportShift-v0,ApplicationNavigationSupportShift-v0,native_gymnasium_observation,fuzzy_tau_20,981,train,100,,,100,3,-1.1000000000000003,20,0.0,100,0,0.11302052400014873,0.04008788600003754,0.07293263800011118,0.04008788600003754,0.07293263800011118,unknown,1.4.0,3.13.5,2.10.0+cpu,2.3.5,fallback-local,not-installed,0.18485591041501692,0.0,0.013304526,0.03163186499070176,21.0,1.0,0.1,0.15,0.0,0.25042785791503924,0.7495721420849609,0.0,0.25042785791503924,0.30835055063852185,0.2920523246774337,0.20364727735705776,38.8366,15.7685,neural,21.0,105.0,924.0
asoc_fuzzy_sensitivity_ablation,asoc_fuzzy_sensitivity_ablation,configs/fuzzy_sensitivity_ablation.json,ApplicationNavigation-deployment-goal-shift,ApplicationNavigationSupportShift-v0,ApplicationNavigationSupportShift-v0,native_gymnasium_observation,fuzzy_tau_5,980,train,40,,,40,1,-2.1800000000000006,40,0.0,40,0,0.01679899100008697,0.01679899100008697,0.0,0.01679899100008697,0.0,unknown,1.4.0,3.13.5,2.10.0+cpu,2.3.5,fallback-local,not-installed,0.46358938303264435,0.0,0.1354553,0.13861901205061872,9.0,1.0,0.15,0.0,0.975,0.01158973457581611,0.013410265424183892,0.0,0.46358938303264435,0.0,0.01376677589706946,0.2520219913320973,32.59502500000001,18.345,none,9.0,45.0,396.0
asoc_fuzzy_sensitivity_ablation,asoc_fuzzy_sensitivity_ablation,configs/fuzzy_sensitivity_ablation.json,ApplicationNavigation-deployment-goal-shift,ApplicationNavigationSupportShift-v0,ApplicationNavigationSupportShift-v0,native_gymnasium_observation,fuzzy_tau_5,980,eval,50,50,4.98,50,1,4.98,2,1.0,50,0,0.02503714000022228,0.021513067000341835,0.0035240729998804454,0.021513067000341835,0.0035240729998804454,unknown,1.4.0,3.13.5,2.10.0+cpu,2.3.5,fallback-local,not-installed,0.2798934215912228,0.0,0.08594053,0.09195181606978892,13.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.08420867543473372,477.6875,477.6875,neural,14.0,70.0,600.0
asoc_fuzzy_sensitivity_ablation,asoc_fuzzy_sensitivity_ablation,configs/fuzzy_sensitivity_ablation.json,ApplicationNavigation-deployment-goal-shift,ApplicationNavigationSupportShift-v0,ApplicationNavigationSupportShift-v0,native_gymnasium_observation,fuzzy_tau_5,980,eval,50,50,4.98,50,2,4.98,2,1.0,50,0,0.02511912800036953,0.021595055000489083,0.0035240729998804454,0.021595055000489083,0.0035240729998804454,unknown,1.4.0,3.13.5,2.10.0+cpu,2.3.5,fallback-local,not-installed,0.2798934215912228,0.0,0.08594053,0.09195181606978892,13.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.08420867543473372,409.023,409.023,neural,14.0,70.0,600.0
asoc_fuzzy_sensitivity_ablation,asoc_fuzzy_sensitivity_ablation,configs/fuzzy_sensitivity_ablation.json,ApplicationNavigation-deployment-goal-shift,ApplicationNavigationSupportShift-v0,ApplicationNavigationSupportShift-v0,native_gymnasium_observation,fuzzy_tau_5,980,train,80,,,80,2,-2.1800000000000006,40,0.0,80,0,0.03723376700008885,0.0337096940002084,0.0035240729998804454,0.0337096940002084,0.0035240729998804454,unknown,1.4.0,3.13.5,2.10.0+cpu,2.3.5,fallback-local,not-installed,0.22375445423877757,0.0,0.026463974,0.029742628211278516,22.0,1.0,0.15,0.0,0.65,0.1270954222045572,0.872904577795443,0.0,0.1270954222045572,0.36516459650354793,0.15436823871557345,0.11720529826696358,72.907625,18.717,neural,22.0,110.0,968.0
asoc_fuzzy_sensitivity_ablation,asoc_fuzzy_sensitivity_ablation,configs/fuzzy_sensitivity_ablation.json,ApplicationNavigation-deployment-goal-shift,ApplicationNavigationSupportShift-v0,ApplicationNavigationSupportShift-v0,native_gymnasium_observation,fuzzy_tau_5,980,eval,100,100,-9.31,100,1,-9.31,40,0.0,100,0,0.08064241900001434,0.041052886999750626,0.039589532000263716,0.041052886999750626,0.039589532000263716,unknown,1.4.0,3.13.5,2.10.0+cpu,2.3.5,fallback-local,not-installed,0.2558346393911684,0.0,0.012382621,0.01656124691713537,29.0,1.0,0.925,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.016291440350849173,394.916175,391.91150000000005,neural,29.0,145.0,1276.0
asoc_fuzzy_sensitivity_ablation,asoc_fuzzy_sensitivity_ablation,configs/fuzzy_sensitivity_ablation.json,ApplicationNavigation-deployment-goal-shift,ApplicationNavigationSupportShift-v0,ApplicationNavigationSupportShift-v0,native_gymnasium_observation,fuzzy_tau_5,980,eval,100,100,-9.31,100,2,-9.31,40,0.0,100,0,0.08076682700038873,0.041177295000125014,0.039589532000263716,0.041177295000125014,0.039589532000263716,unknown,1.4.0,3.13.5,2.10.0+cpu,2.3.5,fallback-local,not-installed,0.2558346393911684,0.0,0.012382621,0.01656124691713537,29.0,1.0,0.925,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.016291440350849173,361.7454000000001,353.9395,neural,29.0,145.0,1276.0
asoc_fuzzy_sensitivity_ablation,asoc_fuzzy_sensitivity_ablation,configs/fuzzy_sensitivity_ablation.json,ApplicationNavigation-deployment-goal-shift,ApplicationNavigationSupportShift-v0,ApplicationNavigationSupportShift-v0,native_gymnasium_observation,fuzzy_tau_5,980,train,100,,,100,3,-0.7900000000000003,20,0.0,100,0,0.08149432700020043,0.04190479499993671,0.039589532000263716,0.04190479499993671,0.039589532000263716,unknown,1.4.0,3.13.5,2.10.0+cpu,2.3.5,fallback-local,not-installed,0.2558346393911684,0.0,0.012382621,0.01656124691713537,29.0,1.0,0.05,0.1,0.0,0.3085305015379844,0.6914694984620159,0.0,0.3085305015379844,0.3106338861500645,0.3844402308504364,0.15428901567502784,37.21665,18.644,neural,29.0,145.0,1276.0
asoc_fuzzy_sensitivity_ablation,asoc_fuzzy_sensitivity_ablation,configs/fuzzy_sensitivity_ablation.json,ApplicationNavigation-deployment-goal-shift,ApplicationNavigationSupportShift-v0,ApplicationNavigationSupportShift-v0,native_gymnasium_observation,fuzzy_tau_5,981,train,40,,,40,1,-4.02,40,0.0,40,0,0.015221646000100009,0.015221646000100009,0.0,0.015221646000100009,0.0,unknown,1.4.0,3.13.5,2.10.0+cpu,2.3.5,fallback-local,not-installed,0.6220893815205402,0.0,0.14167441,0.15460492412359955,7.0,1.0,0.35,0.0,0.775,0.1445312885014606,0.08046871149853939,0.0,0.6423612822287138,0.0,0.17460839875532522,0.29217642315325376,39.21265,18.3295,none,7.0,35.0,308.0
asoc_fuzzy_sensitivity_ablation,asoc_fuzzy_sensitivity_ablation,configs/fuzzy_sensitivity_ablation.json,ApplicationNavigation-deployment-goal-shift,ApplicationNavigationSupportShift-v0,ApplicationNavigationSupportShift-v0,native_gymnasium_observation,fuzzy_tau_5,981,eval,50,50,-0.8000000000000004,50,1,-0.8000000000000004,40,0.0,50,0,0.05546704500011401,0.018664875000013126,0.03680217000010089,0.018664875000013126,0.03680217000010089,unknown,1.4.0,3.13.5,2.10.0+cpu,2.3.5,fallback-local,not-installed,0.6220893815205402,0.0,0.09031046,0.10065979404903082,12.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.09145404837468493,376.74440000000004,367.2795,neural,13.0,65.0,556.0
