environment,metric,left,right,n_pairs,mean_difference,median_difference,bootstrap_ci_low,bootstrap_ci_high,cohen_dz,rank_biserial,paired_t_p,wilcoxon_p,sign_test_p,wins,losses,ties,difference_skew,difference_excess_kurtosis,catastrophic_low_outliers,catastrophic_high_outliers,win_rate_non_ties,contrast,paired_t_holm_p,wilcoxon_holm_p,sign_test_holm_p,analysis_status
FourRooms-11-slip-unseen-goals,return_auc,support_abstain_tau_20,count_gated_tau_20,30,1.6254992063492077,1.640785714285716,1.5595311309523823,1.6888107539682555,8.843560721545817,1.0,2.6696824485924346e-29,1.862645149230957e-09,1.862645149230957e-09,30,0,0,-0.7014922036210884,0.27361611834143673,0,0,1.0,support_abstain_vs_count,4.538460162607139e-28,3.725290298461914e-08,3.725290298461914e-08,confirmatory_replication_after_diagnostic_discovery
FourRooms-7-unseen-goals,return_auc,support_abstain_tau_20,count_gated_tau_20,30,1.163668518518519,1.1759722222222226,1.117466296296297,1.2112743055555564,8.736242542218994,1.0,3.78784767299897e-29,1.862645149230957e-09,1.862645149230957e-09,30,0,0,0.37535481713712254,-0.1740124755229835,0,0,1.0,support_abstain_vs_count,6.060556276798352e-28,3.725290298461914e-08,3.725290298461914e-08,confirmatory_replication_after_diagnostic_discovery
FourRooms-9-slip-unseen-goals,return_auc,support_abstain_tau_20,count_gated_tau_20,30,1.1903711111111108,1.2078166666666665,1.1417998611111106,1.2380454444444442,8.633215757753664,1.0,5.320754612183216e-29,1.862645149230957e-09,1.862645149230957e-09,30,0,0,-0.057572545499167745,-0.7853823392693573,0,0,1.0,support_abstain_vs_count,7.981131918274824e-28,3.725290298461914e-08,3.725290298461914e-08,confirmatory_replication_after_diagnostic_discovery
MiniGrid-Empty-5x5-replication,return_auc,support_abstain_tau_20,count_gated_tau_20,30,0.01907037037037037,0.0,-0.03379189814814812,0.07009074074074075,0.12873302439591008,0.24242424242424243,0.48637323798243015,0.47668869326164165,0.548828125,7,4,19,-0.5297423384554039,4.879978528246677,0,0,0.6363636363636364,support_abstain_vs_count,1.0,1.0,1.0,confirmatory_replication_after_diagnostic_discovery
FourRooms-11-slip-unseen-goals,return_auc,support_abstain_tau_20,validated_dqn,30,1.6321746031746047,1.6153214285714297,1.5646734523809536,1.7001546626984139,8.398372447294568,1.0,1.1719158203674172e-28,1.862645149230957e-09,1.862645149230957e-09,30,0,0,-0.1509011333966681,-0.6561159634691855,0,0,1.0,support_abstain_vs_dqn,1.640682148514384e-27,3.725290298461914e-08,3.725290298461914e-08,confirmatory_replication_after_diagnostic_discovery
FourRooms-7-unseen-goals,return_auc,support_abstain_tau_20,validated_dqn,30,1.1682500000000002,1.1814166666666672,1.123321666666667,1.2156366203703708,9.061454841371798,1.0,1.328751330041424e-29,1.862645149230957e-09,1.862645149230957e-09,30,0,0,0.7745716635585412,2.5776526966446474,0,0,1.0,support_abstain_vs_dqn,2.391752394074563e-28,3.725290298461914e-08,3.725290298461914e-08,confirmatory_replication_after_diagnostic_discovery
FourRooms-9-slip-unseen-goals,return_auc,support_abstain_tau_20,validated_dqn,30,1.173224444444444,1.1832500000000001,1.1172904166666664,1.2281033055555555,7.3910349630221,1.0,4.5098267005597325e-27,1.862645149230957e-09,1.862645149230957e-09,30,0,0,-0.31979012374279986,-0.4439615303965718,0,0,1.0,support_abstain_vs_dqn,5.862774710727652e-26,3.725290298461914e-08,3.725290298461914e-08,confirmatory_replication_after_diagnostic_discovery
MiniGrid-Empty-5x5-replication,return_auc,support_abstain_tau_20,validated_dqn,30,0.26904999999999996,0.21197222222222223,0.21826254629629632,0.3236744907407408,1.7799472444487123,1.0,1.1706945114449446e-10,2.515132181592318e-06,3.725290298461914e-09,29,0,1,0.9863464757552084,1.4811720095866558,0,0,1.0,support_abstain_vs_dqn,1.287763962589439e-09,2.7331716201503915e-05,4.0978193283081055e-08,confirmatory_replication_after_diagnostic_discovery
FourRooms-11-slip-unseen-goals,return_auc,count_gated_tau_20,validated_dqn,30,0.0066753968253966175,0.04703571428571407,-0.0514310317460321,0.06413634920634914,0.04029268376571046,0.05806451612903226,0.8268785804126191,0.7921590935438871,0.5846647117286922,17,13,0,-0.14148676781636454,-0.2433751534043096,0,0,0.5666666666666667,count_vs_dqn,1.0,1.0,1.0,confirmatory_replication_after_diagnostic_discovery
FourRooms-7-unseen-goals,return_auc,count_gated_tau_20,validated_dqn,30,0.004581481481481438,0.028277777777777735,-0.026598518518518587,0.03505773148148143,0.05215219753450783,0.04086021505376344,0.7771771418942055,0.8552717231214046,0.5846647117286922,17,13,0,-0.23341580321288055,-0.8671092911927487,0,0,0.5666666666666667,count_vs_dqn,1.0,1.0,1.0,confirmatory_replication_after_diagnostic_discovery
FourRooms-9-slip-unseen-goals,return_auc,count_gated_tau_20,validated_dqn,30,-0.0171466666666666,-0.01386666666666625,-0.08826558333333326,0.05232077777777786,-0.0867006999267036,-0.07096774193548387,0.6384299454919946,0.7456546742469072,0.8555355519056321,14,16,0,-0.41740588864209854,0.1983860377882749,0,0,0.4666666666666667,count_vs_dqn,1.0,1.0,1.0,confirmatory_replication_after_diagnostic_discovery
MiniGrid-Empty-5x5-replication,return_auc,count_gated_tau_20,validated_dqn,30,0.24997962962962963,0.21097222222222223,0.1974240740740741,0.307642824074074,1.6012554120457643,1.0,1.1854502535855018e-09,2.484701472863992e-06,3.725290298461914e-09,29,0,1,1.211906810397861,1.5686241569898849,0,1,1.0,count_vs_dqn,1.1854502535855018e-08,2.7331716201503915e-05,4.0978193283081055e-08,confirmatory_replication_after_diagnostic_discovery
FourRooms-11-slip-unseen-goals,return_auc,count_gated_tau_20,tabular,30,-1.6211095238095254,-1.633857142857145,-1.6680437698412711,-1.5743918055555572,-12.061590746547008,-1.0,3.567946334558388e-33,1.862645149230957e-09,1.862645149230957e-09,0,30,0,0.34810698863385536,-0.2691225070827161,0,0,0.0,count_vs_tabular,7.135892669116777e-32,3.725290298461914e-08,3.725290298461914e-08,confirmatory_replication_after_diagnostic_discovery
FourRooms-7-unseen-goals,return_auc,count_gated_tau_20,tabular,30,-1.1338240740740746,-1.1152777777777785,-1.175507731481482,-1.0919220370370377,-9.444702530318255,-1.0,4.049153537599995e-30,1.862645149230957e-09,1.862645149230957e-09,0,30,0,-0.12179931641437251,-0.3130779652912672,0,0,0.0,count_vs_tabular,7.69339172143999e-29,3.725290298461914e-08,3.725290298461914e-08,confirmatory_replication_after_diagnostic_discovery
FourRooms-9-slip-unseen-goals,return_auc,count_gated_tau_20,tabular,30,-1.2014366666666665,-1.2244833333333327,-1.258662805555555,-1.144172416666666,-7.32875367589084,-1.0,5.740242086313319e-27,1.862645149230957e-09,1.862645149230957e-09,0,30,0,0.15819536001849782,-0.8662810812848329,0,0,0.0,count_vs_tabular,6.888290503575983e-26,3.725290298461914e-08,3.725290298461914e-08,confirmatory_replication_after_diagnostic_discovery
MiniGrid-Empty-5x5-replication,return_auc,count_gated_tau_20,tabular,30,-0.012039629629629631,-0.0250277777777778,-0.10498777777777775,0.07764831481481481,-0.04605071738160888,-0.03655913978494624,0.8026422901628221,0.8611943539301093,0.8555355519056321,14,16,0,-0.124456441389412,0.6740239195118445,0,0,0.4666666666666667,count_vs_tabular,1.0,1.0,1.0,confirmatory_replication_after_diagnostic_discovery
FourRooms-11-slip-unseen-goals,return_auc,support_abstain_tau_20,tabular,30,0.004389682539682564,-0.011797619047619001,-0.03379216269841257,0.04131378968253955,0.04088336030935395,0.08387096774193549,0.8243839014187931,0.7000329215079546,1.0,15,15,0,-0.027204916345253648,-0.1975207254697544,0,0,0.5,support_abstain_vs_tabular,1.0,1.0,1.0,confirmatory_replication_after_diagnostic_discovery
FourRooms-7-unseen-goals,return_auc,support_abstain_tau_20,tabular,30,0.029844444444444458,0.0049444444444444735,0.0032571759259259364,0.05781342592592593,0.38340368590610274,0.4064516129032258,0.04454304872929161,0.052263347432017326,0.09873714670538905,20,10,0,0.8844207117768069,0.7341492494460566,0,0,0.6666666666666666,support_abstain_vs_tabular,0.40088743856362447,0.47037012688815594,0.8886343203485014,confirmatory_replication_after_diagnostic_discovery
FourRooms-9-slip-unseen-goals,return_auc,support_abstain_tau_20,tabular,30,-0.011065555555555566,-0.008483333333333398,-0.04567175000000003,0.02465658333333332,-0.11003853979419585,-0.14838709677419354,0.5513887928152642,0.4898460879921913,0.8555355519056321,14,16,0,0.45205453645041666,0.8344919192527405,0,0,0.4666666666666667,support_abstain_vs_tabular,1.0,1.0,1.0,confirmatory_replication_after_diagnostic_discovery
MiniGrid-Empty-5x5-replication,return_auc,support_abstain_tau_20,tabular,30,0.007030740740740734,0.02427777777777776,-0.08356283333333334,0.09529108333333332,0.02734469135398854,0.0896551724137931,0.8819804774469953,0.6732697408056854,0.45825831964612007,17,12,1,-0.5104176720214739,0.5380889088078833,0,0,0.5862068965517241,support_abstain_vs_tabular,1.0,1.0,1.0,confirmatory_replication_after_diagnostic_discovery
